id,road,km,type,name,length,condition,lat,lon,model_type,FLOODCAT,CycloonCat,Total Cargo,Total People,Total Transport,Total Transport Weight,SourceSink Cargo Weight,SourceSink People Weight
1269,N2,260.511,Box Culvert,DAMA BOX CULVERT,6.1,A,25.0529755195804,92.1015661610722,bridge,2.0,0.0,,,,,,
1270,N2,260.835,Box Culvert,SRIKAL BOX CULVERT,9.1,A,25.0550106020979,92.1037795946387,bridge,2.0,0.0,,,,,,
1271,N2,261.303,Box Culvert,borbos bazer,9.1,A,25.0586850830769,92.106074796923,bridge,2.0,0.0,,,,,,
1272,N2,262.383,RCC Girder Bridge,Darbast Bazar Bridge,21.75,B,25.0675549,92.1106389,bridge,2.0,0.0,,,,,,
1273,N2,263.432,Box Culvert,DORPOS SUBMARCH,3.0,A,25.0766582960199,92.1135224439801,bridge,2.0,0.0,,,,,,
1274,N2,264.149,RCC Girder Bridge,SARI GHAT,21.4,A,25.0828494919753,92.1154439123456,bridge,2.0,0.0,,,,,,
1275,N2,265.207,Truss with RCC Slab,Sari Ghat Bridge,190.5,B,25.0918993080851,92.1178653685106,bridge,2.0,0.0,,,,,,
1276,N2,266.429,RCC Girder Bridge,ERABOTY,26.0,B,25.1029213910714,92.1184266866071,bridge,2.0,0.0,,,,,,
1277,N2,267.009,Slab Culvert,SUBMARGE CULVERT,3.0,A,25.1081533094059,92.1187541410891,bridge,4.0,0.0,,,,,,
1278,N2,268.95,Truss with RCC Slab,BORO GUNG STEEL BEAM AND RCC SLAB,87.2,A,25.1249710101538,92.116456976,bridge,0.0,0.0,,,,,,
1279,N2,269.648,RCC Girder Bridge,Lamapara Bridge,26.0,A,25.1294521534883,92.1194551408637,bridge,0.0,0.0,,,,,,
1280,N2,269.889,Steel Beam & RCC Slab,chuna hati,21.8,A,25.1313478931506,92.1201892168949,bridge,0.0,0.0,,,,,,
1281,N2,270.772,Truss with RCC Slab,Ching Gil Bridge,79.0,A,25.1380087150862,92.1200254556034,bridge,0.0,0.0,,,,,,
1282,N2,271.066,RCC Girder Bridge,MUKTTAR PUR RCC GIDER BRIDGE,14.4,A,25.1403573876923,92.1197852261538,bridge,0.0,0.0,,,,,,
1283,N2,272.5,Truss with RCC Slab,BILAY MORE STEEL BEAM AND RCC SLAB,63.5,B,25.1489450385852,92.1131659401929,bridge,4.0,0.0,,,,,,
1284,N2,272.983,Truss with RCC Slab,Rang Pani Bridge,47.5,A,25.1519097416666,92.1089375,bridge,4.0,0.0,,,,,,
1285,N2,273.192,Steel Beam & RCC Slab,RANG PASI,17.0,A,25.153291990625,92.10774235,bridge,4.0,0.0,,,,,,
1286,N2,273.394,RCC Girder Bridge,Rang Pasi Bridge,36.5,C,25.1543902117647,92.1061712636363,bridge,4.0,0.0,,,,,,
1287,N2,274.13,Truss with RCC Slab,Bangla Bazar Bridge,81.0,A,25.1585738257142,92.1006246171428,bridge,4.0,0.0,,,,,,
1288,N2,274.13,Truss with RCC Slab,BANGLA BAZAR,81.0,A,25.1585738257142,92.1006246171428,bridge,4.0,0.0,,,,,,
1289,N2,274.13,Steel Beam & RCC Slab,Bangla Bazar Bridge,81.0,A,25.1585738257142,92.1006246171428,bridge,4.0,0.0,,,,,,
1290,N2,274.882,RCC Girder Bridge,Asum Bazar Bridge,36.5,B,25.1640035167173,92.0963799218845,bridge,4.0,0.0,,,,,,
1291,N2,279.76,Truss with RCC Slab,NOLJURI,39.5,A,25.1774750914317,92.0565114738444,bridge,0.0,0.0,,,,,,
1292,N2,279.957,Steel Beam & RCC Slab,NOLJURI,24.5,A,25.1766924977528,92.0548542224719,bridge,0.0,0.0,,,,,,
1293,N2,281.84,Box Culvert,.,3.5,A,25.1805371036,92.0373825433,bridge,0.0,0.0,,,,,,
1294,N2,282.27,Box Culvert,.,3.5,A,25.1800310711304,92.0341771369565,bridge,0.0,0.0,,,,,,
1295,N2,282.36,Box Culvert,.,2.0,A,25.1798028154782,92.0335532021739,bridge,0.0,0.0,,,,,,
1296,N2,282.88,Box Culvert,.,6.5,A,25.1784840050434,92.0299482456521,bridge,0.0,0.0,,,,,,
1297,N2,283.11,Box Culvert,.,7.0,A,25.1779677792968,92.0283203398437,bridge,0.0,0.0,,,,,,
1298,N2,283.69,Box Culvert,.,3.5,A,25.1756381878378,92.0272605002252,bridge,0.0,0.0,,,,,,
1299,N2,284.01,Box Culvert,.,5.0,A,25.1738720003125,92.0243239025,bridge,0.0,0.0,,,,,,
1300,N2,284.46,Baily with Steel Deck,.,40.0,A,25.1719930100278,92.0200653771587,bridge,4.0,0.0,,,,,,
1301,N2,284.64,Box Culvert,.,5.0,A,25.1710493298701,92.0187264584415,bridge,4.0,0.0,,,,,,
1302,N2,286.516,sourcesink,Tamabil(Int.with N212)-Jaflong,0.0,,25.1570556,92.0176382,sourcesink,,,2031.0,2712.0,4743.0,0.0029996243354722,0.0124898531473691,0.0092119878124586
1303,N204,0.0,sourcesink,Jagadishpur-Chunarughat (Int.with Z2008),0.0,,24.1479163,91.3466108,sourcesink,,,366.0,1905.0,2271.0,0.0014362527653083,0.0022507564017415,0.0064708100231318
1304,N204,0.546,RCC Girder Bridge,JOGIDISH PUR TEMORIA,4.0,C,24.1483513223529,91.3513885729411,bridge,4.0,1.0,,,,,,
1305,N204,0.806,Truss with RCC Slab,TELARIA CHARA,40.0,B,24.1460274,91.3513056,bridge,4.0,1.0,,,,,,
1306,N204,1.027,RCC Girder Bridge,UTTOR SUMA BRIDGE,3.85,C,24.1440821457446,91.351173349468,bridge,4.0,1.0,,,,,,
1307,N204,1.49,Box Culvert,NOYAHADI CULVERT,12.6,C,24.1399384199152,91.3513269466101,bridge,4.0,1.0,,,,,,
1308,N204,1.81,Slab Culvert,DOKHIR SHURMA CULVERT,9.5,B,24.137325874468,91.3515720851063,bridge,4.0,1.0,,,,,,
1309,N204,2.305,Slab Culvert,SURMA CULVERT,3.0,B,24.133010247826,91.3519830913043,bridge,4.0,1.0,,,,,,
1310,N204,2.895,Box Culvert,TELIAPERA SUBMARGE,1.5,A,24.1317018708333,91.3568863291666,bridge,4.0,1.0,,,,,,
1311,N204,8.785,Box Culvert,20 NOVEMBER AMTOLI,9.5,B,24.1243226673913,91.4118574967391,bridge,0.0,1.0,,,,,,
1312,N204,10.785,Box Culvert,CHADCHURY CULVERT,4.6,C,24.1283500108469,91.4296905115899,bridge,0.0,2.0,,,,,,
1313,N204,10.965,Box Culvert,SHOT CHORY FOREST CULVERT,1.4,B,24.1284882822629,91.4313808651376,bridge,0.0,2.0,,,,,,
1314,N204,12.136,Baily with Steel Deck,SATH SARI,24.8,A,24.1269881471783,91.4423497656884,bridge,0.0,2.0,,,,,,
1315,N204,12.536,Box Culvert,CHAKLA PUNGI,2.8,A,24.1274120811235,91.4458047247191,bridge,0.0,2.0,,,,,,
1316,N204,13.214,Box Culvert,CHANTRI CHARA CULVERTR,6.0,A,24.1273411472222,91.4517330222222,bridge,0.0,2.0,,,,,,
1317,N204,14.587,Box Culvert,CHANDRI CULVERT,1.65,A,24.1279958833333,91.4638946958333,bridge,0.0,2.0,,,,,,
1318,N204,16.284,RCC Girder Bridge,Ram Bhanga Bridge,50.0,A,24.1347618442975,91.4769832413223,bridge,0.0,1.0,,,,,,
1319,N204,16.85,Box Culvert,RAMAGANJA CULVERT,9.3,B,24.1386739041095,91.4802721260273,bridge,0.0,1.0,,,,,,
1320,N204,17.297,RCC Girder Bridge,LABONGO GIRDER BRIDGE,39.8,A,24.1419110689038,91.4828513293064,bridge,0.0,1.0,,,,,,
1321,N204,17.563,Box Culvert,CHANDRI CULVERT,1.8,A,24.1441099924302,91.4833719864541,bridge,0.0,1.0,,,,,,
1322,N204,17.857,Box Culvert,KARAGANUT,13.5,D,24.1465048430246,91.4842855955555,bridge,0.0,1.0,,,,,,
1323,N204,21.191,Box Culvert,CHANDPUR BOX CULVERT,6.2,A,24.1716916979423,91.4997288539094,bridge,4.0,1.0,,,,,,
1324,N204,21.41,Truss with RCC Slab,Chandpur Bridge,39.5,B,24.1728034680412,91.5013953175257,bridge,4.0,1.0,,,,,,
1325,N204,24.818,Box Culvert,HATUNDA BOX CULVERT,9.24,A,24.1927544625659,91.5178729857645,bridge,4.0,1.0,,,,,,
1326,N204,26.472,Box Culvert,NATUM BAZAR BOX CULVERT,3.0,A,24.205744452,91.514959856,bridge,4.0,1.0,,,,,,
1327,N204,27.775,Box Culvert,SIGNHARD BOX CULVERT,2.24,A,24.216335567146,91.5103160174778,bridge,4.0,1.0,,,,,,
1328,N204,28.196,Box Culvert,PICE MILL BOX CULVERT,3.1,A,24.2211204886597,91.5084985463917,bridge,4.0,1.0,,,,,,
1329,N204,28.968,Box Culvert,NORPATI BOX CULVERT,3.12,C,24.22752708,91.50607404,bridge,4.0,1.0,,,,,,
1330,N204,29.35,Box Culvert,NORPATI BOX CULVERT,24.2,C,24.2307384885057,91.5048860034482,bridge,4.0,1.0,,,,,,
1331,N204,29.61,Box Culvert,CRIKOTA,1.55,A,24.2327630148514,91.5041160782178,bridge,4.0,1.0,,,,,,
1332,N204,31.801,Box Culvert,DURGAPUR,1.5,A,24.2498957785169,91.4938451476554,bridge,4.0,1.0,,,,,,
1333,N204,32.21,RCC Girder Bridge,Durgapur Bridge,17.85,C,24.252372476923,91.4912738641025,bridge,4.0,1.0,,,,,,
1334,N204,33.55,Box Culvert,NEAR SHAIS TAGAMJ BOX CULVERT,4.5,A,24.2615947936507,91.4823212063492,bridge,4.0,1.0,,,,,,
1335,N204,34.3,Slab Culvert,UBAHATA SLAB CULVERT,4.3,A,24.2665833333333,91.4769444444444,bridge,4.0,1.0,,,,,,
1336,N204,34.421,sourcesink,Chunarughat (Int.with Z2008)-Shaisthaganj,0.0,,24.2673882,91.4771382,sourcesink,,,366.0,1905.0,2271.0,0.0014362527653083,0.0022507564017415,0.0064708100231318
1337,N207,0.0,sourcesink,Mirpur-Natun Bazar (Int.with Z2008),0.0,,24.2948608,91.51025,sourcesink,,,766.0,4272.0,5038.0,0.0031861917356333,0.0047105994637542,0.0145109188550232
1338,N207,0.471,RCC Bridge,Mirpur RCC Bridge,22.29,C,24.2975653090909,91.5136515090909,bridge,4.0,1.0,,,,,,
1339,N207,1.523,Steel Beam & RCC Slab,BINAGOU,19.4,C,24.2958515333333,91.5238512,bridge,4.0,1.0,,,,,,
1340,N207,2.883,RCC Girder Bridge,Natun Bazar Bridge,30.25,B,24.2936824758118,91.5369584564389,bridge,4.0,1.0,,,,,,
1341,N207,2.997,Arch Masonry,Naturbazar Arch Rcc culvert,2.5,C,24.29346909,91.53801353,bridge,4.0,1.0,,,,,,
1342,N207,3.858,RCC Girder Bridge,KARANGI BRIDGE,38.4,B,24.2929746358053,91.5463403184241,bridge,4.0,1.0,,,,,,
1343,N207,4.913,Box Culvert,MIRZAPUR BOX CULVERT,3.0,A,24.2910251343,91.556742271,bridge,4.0,1.0,,,,,,
1344,N207,6.988,Box Culvert,KACHA BAZAR BOX CULVERT,6.0,A,24.2916021329999,91.574672934,bridge,0.0,1.0,,,,,,
1345,N207,8.165,Box Culvert,DHLKI BOX CULVERT,18.7,C,24.2949199064516,91.5849324290322,bridge,0.0,1.0,,,,,,
1346,N207,8.506,Box Culvert,KARMADA BOX CULVERT,3.0,A,24.2946699064516,91.5876824290322,bridge,0.0,1.0,,,,,,
1347,N207,14.122,Box Culvert,Sataoan box culvert,2.5,A,24.2984179472289,91.6346008481927,bridge,4.0,1.0,,,,,,
1348,N207,17.708,Box Culvert,MOTIGAMJ BOX CULVERT,13.5,A,24.3026297718918,91.6697533697297,bridge,2.0,1.0,,,,,,
1349,N207,18.205,Steel Beam & RCC Slab,Laiarkal Bridge,31.4,B,24.3035721561258,91.6744709821192,bridge,2.0,1.0,,,,,,
1350,N207,18.815,Box Culvert,Mofigauj box culvert,1.5,A,24.3047870583333,91.6803233958333,bridge,2.0,1.0,,,,,,
1351,N207,18.961,Steel Beam & RCC Slab,Motiganj Bridge,46.3,A,24.305,91.6816877543478,bridge,2.0,1.0,,,,,,
1352,N207,19.926,Box Culvert,BILASHER PARA BOX CULVERT,23.2,B,24.3028246239875,91.6909447221183,bridge,2.0,1.0,,,,,,
1353,N207,20.249,Box Culvert,AMANATUR BOX CULVERT,18.0,A,24.3021267627145,91.694037302028,bridge,2.0,1.0,,,,,,
1354,N207,22.794,Steel Beam & RCC Slab,Sreemangal Basti Bridge,13.35,A,24.3026894492537,91.718743080597,bridge,2.0,2.0,,,,,,
1355,N207,23.835,Box Culvert,SIRMONGAL BOX CULVERT,16.9,A,24.308473604878,91.7268245585365,bridge,2.0,2.0,,,,,,
1356,N207,24.978,Box Culvert,NEAR SHRIMANGAL THANA,3.0,A,24.3148273859154,91.7338615380281,bridge,2.0,2.0,,,,,,
1357,N207,25.255,Box Culvert,2 NUMBER POLE,9.2,B,24.317132956962,91.7348273544303,bridge,2.0,2.0,,,,,,
1358,N207,25.485,Box Culvert,3 NUMBER POLE,4.5,B,24.3191274752293,91.7353931871559,bridge,2.0,2.0,,,,,,
1359,N207,25.704,Box Culvert,4 NUMBER POLE,6.0,B,24.3210013603896,91.7358977987012,bridge,2.0,2.0,,,,,,
1360,N207,26.0,Box Culvert,ZOINAG SARA CULVET,19.0,A,24.3237326034722,91.7365835572916,bridge,2.0,2.0,,,,,,
1361,N207,26.577,Box Culvert,6-NUMSER POLE BOX CULVERT,9.0,B,24.3287690327645,91.7377560313993,bridge,2.0,2.0,,,,,,
1362,N207,26.903,Box Culvert,ESUPPUR CULVERT,6.0,B,24.3315848247838,91.7385249161383,bridge,2.0,2.0,,,,,,
1363,N207,27.735,Steel Beam & RCC Slab,Nowgaon Bridge,15.8,A,24.3385789807615,91.7409547549098,bridge,2.0,2.0,,,,,,
1364,N207,28.115,Box Culvert,NOWGAON -2 CULVERT,4.0,A,24.3416805704545,91.7425135340909,bridge,2.0,1.0,,,,,,
1365,N207,28.512,Slab Culvert,RAZAPUR CULVERT,4.5,A,24.3448097331658,91.744450843216,bridge,2.0,1.0,,,,,,
1366,N207,29.23,Box Culvert,KALIR BAZAR CULVERT,1.5,A,24.3509527982558,91.7469190459302,bridge,2.0,1.0,,,,,,
1367,N207,29.4,Box Culvert,KAKIA BAZAR BOX CULVERT,4.5,A,24.3523805017441,91.7473858540697,bridge,2.0,1.0,,,,,,
1368,N207,29.913,Box Culvert,SHIRAZ NAGAR,6.0,C,24.3566285795454,91.7484165704545,bridge,2.0,1.0,,,,,,
1369,N207,30.28,Box Culvert,LAMWA CULVERT,12.4,A,24.3566587376623,91.7492528948052,bridge,2.0,1.0,,,,,,
1370,N207,30.81,Box Culvert,KASIM PUR,11.8,C,24.3645064696428,91.7496340589285,bridge,2.0,1.0,,,,,,
1371,N207,32.39,Box Culvert,UTTOR KALAPUR,12.7,D,24.3789127764705,91.7506045882352,bridge,2.0,1.0,,,,,,
1372,N207,32.65,Box Culvert,BAYULPUR CULVERT,3.2,B,24.3811687153846,91.7510715923077,bridge,2.0,1.0,,,,,,
1373,N207,32.887,Box Culvert,BAGALPUR MASDI CULVERT,6.0,A,24.3831426174418,91.7516449275193,bridge,2.0,1.0,,,,,,
1374,N207,33.258,Box Culvert,HAMID NAGOR CULVERT,4.5,A,24.3861785622093,91.7528032959302,bridge,2.0,1.0,,,,,,
1375,N207,33.995,Box Culvert,BHAIRAB GONG CULVERT,6.0,A,24.392633247619,91.7541470373015,bridge,2.0,1.0,,,,,,
1376,N207,35.587,Box Culvert,SHUHAPUR CULVERT,9.4,B,24.4069581228346,91.7547247538057,bridge,0.0,1.0,,,,,,
1377,N207,36.138,Box Culvert,GIYASPUR BOX CULVERT,18.7,C,24.4118841371428,91.7554992199999,bridge,0.0,1.0,,,,,,
1378,N207,37.234,Box Culvert,CODUPUR BOX CULVERT,6.0,C,24.4213619662614,91.7581146066869,bridge,0.0,1.0,,,,,,
1379,N207,37.69,Box Culvert,CODUPUR BOX CULVERT,8.2,A,24.4253464277419,91.7587345690322,bridge,0.0,1.0,,,,,,
1380,N207,38.484,Box Culvert,NETOR SOR BOX CULVERT,6.0,B,24.4324327298136,91.7599885793478,bridge,0.0,1.0,,,,,,
1381,N207,38.722,Box Culvert,Mokam Bazar Box Culvert,12.2,B,24.4344581768,91.7606149136,bridge,0.0,1.0,,,,,,
1382,N207,39.066,Box Culvert,GOMRA CULVERT,4.5,A,24.4373992282051,91.7616406807692,bridge,0.0,1.0,,,,,,
1383,N207,39.61,Box Culvert,GOMRA CULVERT,4.5,A,24.4420875409506,91.761389928702,bridge,0.0,1.0,,,,,,
1384,N207,40.16,Box Culvert,pOLISHHIW RD,1.5,A,24.4470836140672,91.761556406422,bridge,2.0,1.0,,,,,,
1385,N207,40.416,Box Culvert,GOMRA BOX CULVERT,4.35,D,24.449320990909,91.7617664030303,bridge,2.0,1.0,,,,,,
1386,N207,40.96,Box Culvert,JOGANNATHPUR BOX CULVERT,3.0,A,24.4541704522727,91.7623701295454,bridge,2.0,1.0,,,,,,
1387,N207,41.483,Box Culvert,JOGONATHPUR BOX CULVERT,3.0,A,24.4588000421252,91.7631234060721,bridge,2.0,1.0,,,,,,
1388,N207,42.585,Box Culvert,JAGONATH BOX CULVERT,6.0,C,24.467388932563,91.765181227521,bridge,2.0,1.0,,,,,,
1389,N207,43.036,Box Culvert,KODALIPUR BOX CULVERT,18.45,C,24.4725021692982,91.7654722,bridge,2.0,1.0,,,,,,
1390,N207,51.25,Box Culvert,TONA BAZAR BOX CULVERT,4.55,A,24.5175016985887,91.7290081520161,bridge,2.0,1.0,,,,,,
1391,N207,51.684,Box Culvert,TANA BAZAR,9.2,A,24.5208328080178,91.7305775095768,bridge,2.0,1.0,,,,,,
1392,N207,51.994,Box Culvert,SHAMPASHI CULVERT,12.1,A,24.5234148255102,91.7312901459183,bridge,2.0,1.0,,,,,,
1393,N207,53.166,Slab Culvert,Kamalpur culvert,1.5,A,24.5330325989878,91.7338338072874,bridge,2.0,1.0,,,,,,
1394,N207,56.3,Steel Beam & RCC Slab,KHALISPUR BRIDE,19.6,A,24.5590697078014,91.725062151773,bridge,2.0,1.0,,,,,,
1395,N207,56.845,Box Culvert,KHALESPUR,14.0,A,24.5635737690909,91.7225902527272,bridge,2.0,1.0,,,,,,
1396,N207,60.035,Box Culvert,BAHUR BAG,4.5,A,24.5775646793522,91.7076751692307,bridge,2.0,1.0,,,,,,
1397,N207,61.245,RCC Girder Bridge,Kamarkhali Bridge,61.6,C,24.5768487388625,91.6961702597156,bridge,2.0,1.0,,,,,,
1398,N207,61.306,RCC Bridge,BAROAGE BOX CULVERT,7.2,A,24.5767403265402,91.695588056635,bridge,2.0,1.0,,,,,,
1399,N207,61.698,Box Culvert,GORA KHAL BOX CULVERT,3.5,A,24.5761574724489,91.6920053520408,bridge,2.0,1.0,,,,,,
1400,N207,62.585,Steel Beam & RCC Slab,Sadhupati Bridge,13.2,A,24.581026166714,91.6874648426742,bridge,2.0,1.0,,,,,,
1401,N207,63.68,Steel Beam & RCC Slab,Borak Bridge,101.6,B,24.5895319899159,91.683912972549,bridge,2.0,1.0,,,,,,
1402,N207,64.349,Box Culvert,KHALARGON BOX CULVERT,18.4,B,24.5945575831216,91.6813553397459,bridge,2.0,1.0,,,,,,
1403,N207,65.76,Box Culvert,DAUDPUR BOX CULVERT,3.0,A,24.607155034729,91.6795897298029,bridge,2.0,1.0,,,,,,
1404,N207,67.56,Box Culvert,MIRZAPUR BOX CULVERT,6.0,A,24.6226280342105,91.6780914421052,bridge,2.0,1.0,,,,,,
1405,N207,67.985,sourcesink,Moulvibazar (Int.with N208)-Sherpur,0.0,,24.6263327,91.6775271,sourcesink,,,766.0,4272.0,5038.0,0.0031861917356333,0.0047105994637542,0.0145109188550232
1406,N208,0.0,sourcesink,Moulvibazar-Int.with Z2002,0.0,,24.4713604,91.7655556,sourcesink,,,964.0,6550.0,7514.0,0.004752093033257,0.0059282217794504,0.022248716877435
1407,N208,0.65,Box Culvert,RATAULI BOX CULVERT,6.0,A,24.47419518,91.770249575,bridge,2.0,1.0,,,,,,
1408,N208,0.907,Box Culvert,NAYANAGAR BOX CULVERT,1.5,A,24.4753160084,91.7721055005,bridge,2.0,1.0,,,,,,
1409,N208,1.303,Box Culvert,BONOVITI BOX CULVERT,1.5,A,24.4756387468852,91.7757850455737,bridge,2.0,1.0,,,,,,
1410,N208,2.345,Box Culvert,PURBO SULTANPUR CULVERT,18.0,A,24.483871294499,91.7769872719057,bridge,2.0,1.0,,,,,,
1411,N208,3.478,PC Girder Bridge,Monu Bridge,137.4,B,24.4935009116129,91.7742413077419,bridge,2.0,1.0,,,,,,
1412,N208,4.01,Box Culvert,CHANALE BOX CULVERT,1.0,A,24.4979334662316,91.7735831319739,bridge,2.0,1.0,,,,,,
1413,N208,4.573,Box Culvert,ISLAMPUR CULVERT,8.5,A,24.5004594350734,91.7783028721044,bridge,2.0,1.0,,,,,,
1414,N208,5.35,Box Culvert,ISLAMPUR BOX CULVERT,9.5,A,24.5027170428198,91.7856329349869,bridge,2.0,1.0,,,,,,
1415,N208,5.82,Box Culvert,RAISREE CULVERT,2.5,A,24.503549793446,91.7901272894291,bridge,2.0,1.0,,,,,,
1416,N208,6.48,Box Culvert,RAISREE SETU BOX CULVERT,18.0,A,24.5032282206521,91.7965518565217,bridge,2.0,1.0,,,,,,
1417,N208,6.905,Box Culvert,TALTOLA BOX CULVERT,14.0,A,24.5027773288135,91.800799438983,bridge,2.0,1.0,,,,,,
1418,N208,8.545,Box Culvert,KADOM HATE BOX CULVERT,12.5,A,24.5008222457142,91.8163581428571,bridge,2.0,1.0,,,,,,
1419,N208,9.392,PC Girder Bridge,Longuchhara Bridge,37.3,B,24.5036395581784,91.8240557973977,bridge,2.0,1.0,,,,,,
1420,N208,9.883,Box Culvert,ASRAKAPUL BOX CULVERT,9.3,A,24.505384690909,91.8284580818181,bridge,2.0,1.0,,,,,,
1421,N208,10.225,Box Culvert,MOLAL BOX CULVERT,2.1,A,24.5064815761061,91.8316343176991,bridge,2.0,1.0,,,,,,
1422,N208,11.422,Box Culvert,CHATURACAHEL BOX CULVERT,3.0,A,24.5124195867507,91.8414623375394,bridge,2.0,1.0,,,,,,
1423,N208,11.592,Box Culvert,Chatura Box Culvert,1.6,A,24.5132529514792,91.8428236230769,bridge,2.0,1.0,,,,,,
1424,N208,12.1,Box Culvert,GOBINDO PATI BOX CULVERT,12.4,A,24.5157072131147,91.8469537032786,bridge,2.0,1.0,,,,,,
1425,N208,13.395,Box Culvert,GOBINDO PATI BOX CULVERT,3.0,A,24.5179152855365,91.8593221256609,bridge,2.0,1.0,,,,,,
1426,N208,14.201,Box Culvert,MOYNAR DOKAN BOX CULVERT,6.0,B,24.5236022391774,91.8637972337662,bridge,2.0,1.0,,,,,,
1427,N208,14.534,Box Culvert,MAHASOHOSRO BOX CULVERT,13.4,A,24.5262117229166,91.8653194604166,bridge,2.0,1.0,,,,,,
1428,N208,15.445,Box Culvert,PONIGRAM BOX CULVERT,8.25,A,24.5335874383177,91.8690842406542,bridge,0.0,1.0,,,,,,
1429,N208,15.613,Box Culvert,PONNIGRAM BOX CULVERT,12.45,B,24.5350313139534,91.8694340488372,bridge,0.0,1.0,,,,,,
1430,N208,16.456,Box Culvert,VINAAJURI BOX CULVERT,9.25,A,24.5409933507812,91.8740851398437,bridge,0.0,1.0,,,,,,
1431,N208,16.86,Box Culvert,CHODURI BARI BOX CULVERT,11.2,A,24.5437635299019,91.8765472294117,bridge,0.0,1.0,,,,,,
1432,N208,18.446,RCC Girder Bridge,Vonachara Bridge,22.0,C,24.5569153300869,91.8820459853913,bridge,0.0,1.0,,,,,,
1433,N208,19.649,PC Girder Bridge,Kuchimora Bridge,38.8,A,24.5672186684745,91.8855364854237,bridge,0.0,1.0,,,,,,
1434,N208,20.16,Box Culvert,TALJURI BOX CULVERT,4.5,A,24.5711453230946,91.8878903540415,bridge,0.0,1.0,,,,,,
1435,N208,20.291,Box Culvert,TAI JURI BOX CULVERT,14.0,B,24.57221805625,91.88852223125,bridge,0.0,1.0,,,,,,
1436,N208,20.79,Box Culvert,BRAMMON GRAM BOX CULVERT,3.0,A,24.576770323622,91.8903201307086,bridge,0.0,1.0,,,,,,
1437,N208,22.111,RCC Girder Bridge,KARIMPUR BOX CULVERT,3.1,B,24.58737143206,91.8945694766712,bridge,0.0,1.0,,,,,,
1438,N208,22.286,Box Culvert,KARIMPUR BOX CULVERT,3.1,A,24.5888742039325,91.8950645921348,bridge,0.0,1.0,,,,,,
1439,N208,22.725,Box Culvert,KARIMPUR BOX CULVERT,3.1,A,24.5923768999999,91.8975248802325,bridge,0.0,1.0,,,,,,
1440,N208,23.005,Box Culvert,KARIMPUR BOX CULVERT,3.1,A,24.594668972455,91.8983419958083,bridge,0.0,1.0,,,,,,
1441,N208,23.127,Box Culvert,GOYESPUR,9.5,A,24.595673463473,91.898555057485,bridge,0.0,1.0,,,,,,
1442,N208,23.646,RCC Girder Bridge,Kutalpur Bridge,10.3,C,24.5999345760869,91.8998952804347,bridge,0.0,1.0,,,,,,
1443,N208,24.06,Box Culvert,TIKERPAR BOX CULVERT,4.5,A,24.6033544798099,91.9013600653206,bridge,0.0,1.0,,,,,,
1444,N208,24.464,Box Culvert,TIKERPAR BOX CULVERT,3.0,B,24.6067137696498,91.9029680929961,bridge,0.0,1.0,,,,,,
1445,N208,24.89,RCC Girder Bridge,Damai Bridge,41.55,D,24.6102586909297,91.9043834297052,bridge,0.0,1.0,,,,,,
1446,N208,25.092,Box Culvert,CHAN BAG CULVERT,3.0,B,24.6119214999999,91.9050254043478,bridge,0.0,1.0,,,,,,
1447,N208,25.375,Box Culvert,UTTAR BAG BOX CULVERT,3.0,A,24.6141944615384,91.9059871615384,bridge,0.0,1.0,,,,,,
1448,N208,26.235,Box Culvert,KALAMOA BOX CULVERT,3.0,B,24.6217277330264,91.9075444319908,bridge,0.0,1.0,,,,,,
1449,N208,26.39,RCC Girder Bridge,Motoppur Bridge,31.1,B,24.6231050034522,91.9077574901035,bridge,0.0,1.0,,,,,,
1450,N208,26.777,Box Culvert,RAJAPUR BOX CULVERT,4.5,A,24.6285424533596,91.9091511108695,bridge,0.0,1.0,,,,,,
1451,N208,27.005,Box Culvert,RAJAPUR BOX CULVERT,1.5,B,24.6294561656126,91.9094014152174,bridge,0.0,1.0,,,,,,
1452,N208,27.145,Box Culvert,RAJAPUR BOX CULVERT,3.0,A,24.630017216996,91.9095551108695,bridge,0.0,1.0,,,,,,
1453,N208,27.264,Box Culvert,KHALAI KUL BOX CULVERT,4.5,A,24.6307483918367,91.9094825938775,bridge,0.0,1.0,,,,,,
1454,N208,27.608,Box Culvert,KHALAI KUL BOX CULVERT,4.6,A,24.6332769196969,91.9114408118181,bridge,0.0,1.0,,,,,,
1455,N208,27.905,Box Culvert,HOLDIKUL BOX CULVERT,4.6,A,24.6350410278145,91.9134225609271,bridge,0.0,1.0,,,,,,
1456,N208,28.175,Box Culvert,LALA PUR BOX CULVERT,3.0,B,24.637081747826,91.9146634043478,bridge,0.0,1.0,,,,,,
1457,N208,28.509,Box Culvert,LALAPUR BOX CULVERT,4.6,A,24.6400450955947,91.9158721621145,bridge,0.0,1.0,,,,,,
1458,N208,28.61,Box Culvert,LALAPUR BOX CULVERT,3.0,A,24.6409225942731,91.9160698907489,bridge,0.0,1.0,,,,,,
1459,N208,28.867,RCC Bridge,Lalapur Bridge,29.0,A,24.6431427767441,91.9164382294573,bridge,0.0,1.0,,,,,,
1460,N208,29.301,Box Culvert,CHILARCHOK CULVERT,4.6,A,24.6468765480314,91.9174339149606,bridge,0.0,1.0,,,,,,
