id,road,km,type,name,length,condition,lat,lon,model_type,FLOODCAT,CycloonCat,Total Cargo,Total People,Total Transport,Total Transport Weight,SourceSink Cargo Weight,SourceSink People Weight
604,N1,448.054,RCC Girder Bridge,Mosinni Mor Bridge,8.8,B,20.967853415126,92.2489720949579,bridge,0.0,2.0,,,,,,
605,N1,448.391,Box Culvert,NOYA PARA CULVERT,1.2,A,20.9655685949554,92.2508723928783,bridge,0.0,2.0,,,,,,
606,N1,448.481,Box Culvert,NOYA PARA CULVERT,1.2,A,20.9649678916913,92.2514288706231,bridge,0.0,2.0,,,,,,
607,N1,448.581,Box Culvert,NOYA PARA (MUSJID BOX CULVERT(L,1.2,A,20.9641892820433,92.2518817702786,bridge,0.0,2.0,,,,,,
608,N1,448.581,Box Culvert,NOYA PARA BOX CULVERT(R,1.2,A,20.9641892820433,92.2518817702786,bridge,0.0,2.0,,,,,,
609,N1,448.926,RCC Girder Bridge,Noya Para Bridge,9.2,A,20.9614231446428,92.2532539928571,bridge,0.0,2.0,,,,,,
610,N1,449.101,RCC Girder Bridge,Jadirghat Bridge,41.75,C,20.9599449953642,92.2537187390728,bridge,0.0,2.0,,,,,,
611,N1,449.439,Box Culvert,JADIMORH BOX CULVERT,1.2,A,20.9571000129411,92.2546526588235,bridge,0.0,2.0,,,,,,
612,N1,449.7,RCC Girder Bridge,Jadimura bridge,7.5,A,20.9549388422619,92.2555312529762,bridge,0.0,2.0,,,,,,
613,N1,450.446,RCC Girder Bridge,DOMDO MIA BRIDGE,37.2,C,20.9491451322709,92.2584208880478,bridge,0.0,2.0,,,,,,
614,N1,450.599,Box Culvert,DONDO MIA BOX CULVERT,1.5,A,20.9481536869565,92.2592633282608,bridge,0.0,2.0,,,,,,
615,N1,450.759,Slab Culvert,DONDO MIA BOX CULVERT,2.7,A,20.9470947924242,92.2597883075757,bridge,0.0,2.0,,,,,,
616,N1,450.943,Box Culvert,DOMMO MIA BOX CULVERT,1.2,A,20.9458507925133,92.2603333,bridge,0.0,2.0,,,,,,
617,N1,451.328,RCC Girder Bridge,Dhando Mia Bridge,38.0,C,20.9427885228723,92.260596812234,bridge,0.0,2.0,,,,,,
618,N1,451.984,RCC Girder Bridge,DONDO MIA CHAK POST BRIDGE,51.0,B,20.93730526,92.26237497,bridge,0.0,2.0,,,,,,
619,N1,452.561,RCC Girder Bridge,DOMDO MIA BRIDGE,13.5,B,20.9324260319587,92.2636134,bridge,0.0,2.0,,,,,,
620,N1,452.624,RCC Girder Bridge,DOMDO MIA,13.5,B,20.9318757724226,92.263712625,bridge,0.0,2.0,,,,,,
621,N1,452.793,Slab Culvert,DONDOMIA,2.7,A,20.9303996793814,92.2639787999999,bridge,0.0,2.0,,,,,,
622,N1,453.05,RCC Girder Bridge,DONOMIA,34.8,C,20.9281373875,92.264301196875,bridge,0.0,2.0,,,,,,
623,N1,453.372,Slab Culvert,DONMIA,2.7,D,20.9253890280839,92.2649451585301,bridge,0.0,2.0,,,,,,
624,N1,453.95,RCC Girder Bridge,Karumtoli Bridge,37.6,C,20.9209276456603,92.2674528079245,bridge,0.0,2.0,,,,,,
625,N1,454.219,Box Culvert,KARUNTON BOX CULVERT,1.2,A,20.9188881999999,92.26870765,bridge,0.0,2.0,,,,,,
626,N1,454.33,RCC Girder Bridge,KARUM TOLI SHOTHA (1,6.0,A,20.91799614,92.2691008942857,bridge,0.0,2.0,,,,,,
627,N1,454.498,RCC Girder Bridge,Sholo Bandar Teknaf Bridge,6.0,C,20.9167064980392,92.2698571431372,bridge,0.0,2.0,,,,,,
628,N1,454.673,Box Culvert,KAKUM TOLI CHACK BOX CULVERT,1.2,B,20.9153707224137,92.2707239706896,bridge,0.0,2.0,,,,,,
629,N1,454.769,Slab Culvert,KARUMTOLI (3BOX CULVERT,2.8,A,20.9146350810344,92.2712067017241,bridge,0.0,2.0,,,,,,
630,N1,455.062,RCC Girder Bridge,KARUMTOLI,34.3,B,20.9126751559322,92.2727211220339,bridge,0.0,2.0,,,,,,
631,N1,455.206,Slab Culvert,KARUM TOLI BOX CULVERT,1.3,A,20.9116242986547,92.2733424008968,bridge,0.0,2.0,,,,,,
632,N1,455.366,RCC Girder Bridge,KARUMTOLI BRIDGE,23.7,C,20.9104284959641,92.2741396026905,bridge,0.0,2.0,,,,,,
633,N1,455.447,RCC Girder Bridge,KARUM TOLI RCC GIDER BRIDGE,10.6,A,20.909823120852,92.2745431860986,bridge,0.0,2.0,,,,,,
634,N1,455.496,RCC Girder Bridge,Polashir Bridge,10.6,A,20.909456906278,92.2747873291479,bridge,0.0,2.0,,,,,,
635,N1,455.688,RCC Girder Bridge,Baroy toli (1 Bridge,29.3,C,20.908032127731,92.2756905852941,bridge,0.0,2.0,,,,,,
636,N1,455.765,Slab Culvert,BORY TOLI SLAB CULVERT,2.8,A,20.9074479630252,92.2760590529411,bridge,0.0,2.0,,,,,,
637,N1,455.975,Slab Culvert,BORYTOLI SLAB CULVERT,2.8,A,20.9059771479674,92.2770855585365,bridge,0.0,2.0,,,,,,
638,N1,456.064,Slab Culvert,BARITOLI BOX CULVERT,2.8,A,20.9053051369863,92.2775738958904,bridge,0.0,2.0,,,,,,
639,N1,456.164,RCC Girder Bridge,BAROY TOLI RCC GIDER BRIDGE,17.5,C,20.9045718551546,92.2780768381443,bridge,0.0,2.0,,,,,,
640,N1,456.287,RCC Girder Bridge,BAROY TOLI RCC GIDER BRIDGE,8.3,C,20.9036912639175,92.2786932329896,bridge,0.0,2.0,,,,,,
641,N1,456.359,RCC Girder Bridge,BARIY TOLI RCC GIDER BRIDGE,6.1,B,20.9032027737864,92.2790446582524,bridge,0.0,2.0,,,,,,
642,N1,456.549,RCC Girder Bridge,NAITAN PARA RCC GIDER BRIDGE,23.0,B,20.9018849327974,92.2798735897106,bridge,0.0,2.0,,,,,,
643,N1,457.365,RCC Girder Bridge,NAITOM PARA RCC GIDER BRIDGE,15.1,B,20.8970988542857,92.2850607666666,bridge,0.0,2.0,,,,,,
644,N1,457.751,RCC Girder Bridge,NAITANG PARA RCC GIDER BRIDGE,9.0,A,20.8950896142857,92.2879523785714,bridge,0.0,2.0,,,,,,
645,N1,458.213,RCC Girder Bridge,NAITOM PARA RCC GIDER BRIDGE,9.0,B,20.892271114035,92.2909840333333,bridge,0.0,2.0,,,,,,
646,N1,458.799,RCC Girder Bridge,Eskahal Bridge,37.3,C,20.8901584525606,92.2957180800539,bridge,0.0,2.0,,,,,,
647,N1,459.681,Box Culvert,BUS STAND TEKNAF BOX CULVERT,1.5,A,20.8845667240506,92.2987158890295,bridge,0.0,2.0,,,,,,
648,N1,459.866,Box Culvert,BUS STAND TEKNAF BOX CULVERT,1.5,C,20.8830704487341,92.2981629575949,bridge,0.0,2.0,,,,,,
649,N1,460.113,RCC Girder Bridge,YAKNAT BRIDGE,35.9,C,20.8809852229698,92.2977774,bridge,0.0,2.0,,,,,,
650,N1,462.254,sourcesink,Whykong Z1133 - Teknaf,0.0,,20.8629167,92.298083,sourcesink,,,616.0,4065.0,4681.0,0.0029604135598451,0.0037881583154994,0.0138077914666829
651,N102,0.0,sourcesink,Mainamati-Kangsanagar (Intersection with Z1219),0.0,,23.4789716,91.1181938,sourcesink,,,1737.0,7362.0,9099.0,0.0057544975392076,0.0106818684967899,0.0250068784201033
652,N102,0.984,Box Culvert,PORISPUR BOX CULVERT,3.0,A,23.4865823366366,91.1134175204204,bridge,0.0,3.0,,,,,,
653,N102,2.059,Box Culvert,Brorechon,1.5,A,23.49375786875,91.1065069265625,bridge,0.0,3.0,,,,,,
654,N102,2.363,Box Culvert,SHABAR BAZAR,1.6,A,23.4963160192691,91.1059203910299,bridge,0.0,3.0,,,,,,
655,N102,2.511,Box Culvert,ZUMUR BOX CULVERT,1.4,A,23.4976150683871,91.1056026587096,bridge,0.0,3.0,,,,,,
656,N102,4.249,Slab Culvert,DEAB POR SLAB CULVERT,2.5,B,23.5111353540229,91.0981810436781,bridge,0.0,3.0,,,,,,
657,N102,7.036,Box Culvert,RAMPUR,3.75,C,23.532123766,91.08357801,bridge,2.0,2.0,,,,,,
658,N102,8.475,RCC Girder Bridge,BARUARA BRIDGE.,17.8,A,23.5421601087719,91.0746609745614,bridge,2.0,2.0,,,,,,
659,N102,9.685,Box Culvert,KONSENOGOR BOX CUL,3.0,A,23.5498664037147,91.0663913769688,bridge,2.0,2.0,,,,,,
660,N102,10.53,Slab Culvert,CONSUNAGAR SLAB,0.9,A,23.5555824089887,91.0615780033707,bridge,2.0,2.0,,,,,,
661,N102,11.876,Box Culvert,HATAMARA BOX CULVERT.,3.2,A,23.5604191136,91.055518708,bridge,2.0,2.0,,,,,,
662,N102,11.966,Slab Culvert,HATIMARA (2SLAB CULVERT,3.0,C,23.5559566709677,91.0551586172043,bridge,2.0,2.0,,,,,,
663,N102,12.96,Box Culvert,KAKORTOLA CULVERT,6.0,B,23.5739730932019,91.0589041898522,bridge,2.0,2.0,,,,,,
664,N102,15.109,Box Culvert,BUGRABUS BOX CULVERT,5.7,A,23.582051760625,91.035477270625,bridge,2.0,2.0,,,,,,
665,N102,17.318,Box Culvert,BHIRALLA BOX CULVERT,3.0,A,23.587878085672,91.0165517525849,bridge,2.0,2.0,,,,,,
666,N102,18.211,Box Culvert,BARRA BOX CULVERT,6.2,C,23.5909394457831,91.0082061759036,bridge,2.0,2.0,,,,,,
667,N102,19.122,Box Culvert,BARRA (3BOX CULVERT,6.0,A,23.594105237569,91.0002488353591,bridge,2.0,2.0,,,,,,
668,N102,19.479,Box Culvert,BARRA 2 BOX CUL,2.5,A,23.5961376844011,90.9976162052924,bridge,2.0,2.0,,,,,,
669,N102,21.137,Box Culvert,BARHA BOX CULVERT,4.6,B,23.6074609183908,90.9886068132183,bridge,2.0,2.0,,,,,,
670,N102,21.478,Arch Masonry,Boro Alompur Arch Masonary,1.3,A,23.6096045263427,90.9862390168798,bridge,2.0,2.0,,,,,,
671,N102,21.519,Box Culvert,DABIDDAR CULVERT,2.8,A,23.6098404598465,90.9859215237851,bridge,2.0,2.0,,,,,,
672,N102,22.669,Box Culvert,SAIRCHOR BOX CULVERT,9.6,A,23.615993353138,90.9775472001394,bridge,2.0,2.0,,,,,,
673,N102,23.564,RCC Girder Bridge,Bingla Bari Bridge,33.4,A,23.6228564975767,90.9732165132471,bridge,2.0,2.0,,,,,,
674,N102,24.808,RCC Girder Bridge,Companigong RCC Girder Bridge,113.8,A,23.6334519936602,90.9707964104067,bridge,0.0,2.0,,,,,,
675,N102,25.791,Box Culvert,Nagorpar Box Culvert,9.4,A,23.6421389039215,90.9710499655228,bridge,0.0,2.0,,,,,,
676,N102,26.614,Box Culvert,KATAKHALI BOX CULVERT,9.3,A,23.64944876793,90.9712944618075,bridge,0.0,2.0,,,,,,
677,N102,27.867,Box Culvert,BAKON NAGAR BOX CULVERT,6.1,B,23.657110863914,90.9792871683257,bridge,0.0,2.0,,,,,,
678,N102,28.106,RCC Girder Bridge,GAFUR NAGOR RCC GIDER BRIDGE,51.2,C,23.6582625911764,90.98123461,bridge,0.0,2.0,,,,,,
679,N102,28.594,Box Culvert,DHARIA BOX CULVERT,12.3,A,23.6606364852349,90.9852248134228,bridge,0.0,2.0,,,,,,
680,N102,29.3,Box Culvert,BAHARNAGOR BOX CULVERT,6.0,A,23.6641292255813,90.9909234372093,bridge,0.0,2.0,,,,,,
681,N102,29.509,RCC Girder Bridge,MANJUR BRIDGE,52.0,C,23.6651021529148,90.9924928071748,bridge,0.0,2.0,,,,,,
682,N102,29.841,Box Culvert,C. M. B BAZAR BOX CUVERT,12.6,A,23.6667115322033,90.9949959288135,bridge,0.0,2.0,,,,,,
683,N102,30.562,RCC Girder Bridge,Yousufpur Bridge.,24.5,C,23.6706588358851,91.001111684689,bridge,3.0,2.0,,,,,,
684,N102,31.082,Box Culvert,YOUSUFPUR (2 BOX CULVERT,4.5,B,23.6732779054794,91.0052758616438,bridge,3.0,2.0,,,,,,
685,N102,31.27,Box Culvert,USUP POR-2 BOX CULVERT,6.0,B,23.674231551282,91.0067770538461,bridge,3.0,2.0,,,,,,
686,N102,31.894,Box Culvert,USUP - PUR BOX CULVERT,12.6,C,23.67742905968,91.01174384112,bridge,3.0,2.0,,,,,,
687,N102,32.655,Box Culvert,SAMOLSHAL CHOR BOX CULVERT,9.5,C,23.6814348885558,91.0178126856948,bridge,3.0,1.0,,,,,,
688,N102,33.038,Box Culvert,NAYAPARA BOX CULVERT,9.2,C,23.6835366416666,91.02088825,bridge,3.0,1.0,,,,,,
689,N102,33.647,Box Culvert,SHALGANG BOX CULVERT,9.4,A,23.6845080677796,91.0256800398998,bridge,3.0,1.0,,,,,,
690,N102,33.965,Box Culvert,BORAIPARA BOX CULVERT,3.0,C,23.6884738712903,91.0280666458064,bridge,3.0,1.0,,,,,,
691,N102,34.515,Box Culvert,BROSALGAR CULVERT,9.5,A,23.6915390710431,91.0322015766187,bridge,3.0,1.0,,,,,,
692,N102,35.141,RCC Girder Bridge,SONG CHAIL RCC GIDER BRIDGE,35.5,C,23.6950746873563,91.0372988528735,bridge,3.0,1.0,,,,,,
693,N102,35.941,Box Culvert,SHANKAIL BOX CULVERT,9.3,B,23.6990813911894,91.042925047577,bridge,0.0,1.0,,,,,,
694,N102,36.207,Box Culvert,HAJIBARI BOX CULVERT,6.5,A,23.7008901830508,91.0453691457627,bridge,0.0,1.0,,,,,,
695,N102,36.703,Box Culvert,MOULSBI BARI CULVERT,12.2,A,23.7036148380368,91.0491655730061,bridge,0.0,1.0,,,,,,
696,N102,36.877,Box Culvert,BRAMMON PARA BOX CULVERT,12.2,A,23.7046022718562,91.050450066467,bridge,0.0,1.0,,,,,,
697,N102,37.398,Box Culvert,MUDUPPUR BOX CULVERT,12.6,C,23.7077014655581,91.0544804755344,bridge,0.0,1.0,,,,,,
698,N102,37.737,Slab Culvert,MUDOBPUR CULVERT,4.8,A,23.7097447107142,91.0569570697368,bridge,0.0,1.0,,,,,,
699,N102,37.955,Box Culvert,MIRPUR CULVERT,4.65,A,23.7111220035714,91.058573425,bridge,2.0,1.0,,,,,,
700,N102,38.49,Box Culvert,MURPUR BOX,12.5,A,23.7144097669724,91.0626727449541,bridge,2.0,1.0,,,,,,
701,N102,38.952,Box Culvert,TALIPARA BOX CULVERT,6.2,A,23.7170942278131,91.0659238080679,bridge,2.0,1.0,,,,,,
702,N102,39.689,RCC Girder Bridge,MOKIMPUR RCC GRIDER BRIDGE,17.2,B,23.7214400894736,91.0713290078947,bridge,2.0,1.0,,,,,,
703,N102,40.291,RCC Girder Bridge,KALAMONLA BRIDGE,52.4,B,23.724717610204,91.0759599153061,bridge,2.0,1.0,,,,,,
704,N102,41.26,Box Culvert,KALAMURIA BOX CULVERT,12.3,B,23.7319009767801,91.0806945739938,bridge,2.0,1.0,,,,,,
705,N102,43.708,Box Culvert,CHOW MONI BOX CULVERT,12.2,A,23.7506772992987,91.0927929893408,bridge,2.0,1.0,,,,,,
706,N102,44.355,RCC Girder Bridge,Kuchi chuani er Bridge,37.0,A,23.7546766537313,91.0972766597014,bridge,2.0,1.0,,,,,,
707,N102,44.664,Box Culvert,MIRPUKUR CULVERT,18.6,B,23.7564383509433,91.0993658110062,bridge,2.0,1.0,,,,,,
708,N102,45.274,Box Culvert,GOLA SHAR BOX CULVERT,6.0,A,23.7602647328125,91.1038290375,bridge,2.0,1.0,,,,,,
709,N102,46.694,RCC Bridge,KHARERA BRIDGE,14.5,A,23.7690411118367,91.1138816821768,bridge,2.0,1.0,,,,,,
710,N102,47.512,Box Culvert,DAROGABARI BOX CULVERT,12.0,C,23.7741250240549,91.1196976773195,bridge,2.0,1.0,,,,,,
711,N102,48.613,Box Culvert,MONKASAR BOX CULVERT,12.6,B,23.7808685333333,91.1277111458333,bridge,2.0,1.0,,,,,,
712,N102,49.168,Box Culvert,MONKASHA RCC GRIDER BRIDGE,16.06,B,23.7838311994117,91.1321336329411,bridge,2.0,1.0,,,,,,
713,N102,50.488,Box Culvert,SOYDABAD BOX CULVERT,12.2,A,23.790634972888,91.1426418571709,bridge,2.0,1.0,,,,,,
714,N102,50.862,RCC Girder Bridge,CHAITABUS - RCC GIRDER BRIDGE,17.3,C,23.7925664032258,91.1456018225806,bridge,2.0,1.0,,,,,,
715,N102,51.794,Box Culvert,TNLLAK BOX CULVERT,19.0,B,23.7993621932004,91.1496333468933,bridge,2.0,1.0,,,,,,
716,N102,52.474,RCC Girder Bridge,Bizna Bridge,49.75,B,23.8052032218455,91.1510109740113,bridge,0.0,1.0,,,,,,
717,N102,53.317,Box Culvert,CHATURA CULVERT,36.8,B,23.8128512780487,91.1525916439024,bridge,0.0,1.0,,,,,,
718,N102,55.063,RCC Bridge,TANTO CULVERT,8.7,B,23.828311880845,91.1549145893896,bridge,0.0,1.0,,,,,,
719,N102,55.346,Box Culvert,MATIA PARA BOX CULVERT,4.6,A,23.8307622812274,91.1552750851985,bridge,0.0,1.0,,,,,,
720,N102,56.766,PC Girder Bridge,DARKHAR BRIDGE,166.3,B,23.8433132090909,91.1569792363636,bridge,0.0,2.0,,,,,,
721,N102,58.681,PC Girder Bridge,Ujaneswar Bridge,34.2,B,23.8591413083217,91.1564064449375,bridge,2.0,2.0,,,,,,
722,N102,59.118,Box Culvert,AWARON CULVERT,3.0,B,23.8618306259259,91.1536961703703,bridge,2.0,2.0,,,,,,
723,N102,59.655,RCC Bridge,AHARAVDHO RCC GRIDGE,14.0,C,23.8648880315298,91.1498322192164,bridge,2.0,2.0,,,,,,
724,N102,60.841,RCC Girder Bridge,MODINAGOR RCC GIDER BRIDGE,27.3,B,23.8749941691908,91.1409041702282,bridge,6.0,2.0,,,,,,
725,N102,62.377,Box Culvert,SULTANPUR BOX CULVERT,5.5,A,23.8853489295858,91.1348459710059,bridge,6.0,2.0,,,,,,
726,N102,63.039,Box Culvert,SULTANPUR BOX CULVERT,5.6,A,23.8895347735294,91.1321742735294,bridge,6.0,1.0,,,,,,
727,N102,63.311,RCC Bridge,Sultanpur Uttar Bridge,21.25,C,23.8929316116246,91.1310313021008,bridge,6.0,1.0,,,,,,
728,N102,64.608,PC Girder Bridge,Radhika Bridge,50.25,C,23.9037118313432,91.1265059537313,bridge,6.0,1.0,,,,,,
729,N102,65.72,Box Culvert,OUSURA BOX CULVERT,5.6,A,23.913259581065,91.1233226442307,bridge,6.0,1.0,,,,,,
730,N102,66.71,Box Culvert,UZURA CULVERT,5.6,A,23.921686040606,91.1205320224242,bridge,6.0,1.0,,,,,,
731,N102,67.164,Box Culvert,RAMRAIL BOX CULVERT,12.0,B,23.9256180593023,91.1192338627907,bridge,6.0,1.0,,,,,,
732,N102,68.007,RCC Girder Bridge,RAMRAIL BRIDGE.,48.4,D,23.9328134045563,91.1168121455635,bridge,6.0,1.0,,,,,,
733,N102,69.643,Box Culvert,VADHUGLAR BOX CULVERT,3.0,B,23.9472357303754,91.1168502819112,bridge,6.0,1.0,,,,,,
734,N102,70.285,RCC Girder Bridge,Kath toli old Bridge,90.6,C,23.9529335260869,91.116861673913,bridge,6.0,1.0,,,,,,
735,N102,73.118,RCC Girder Bridge,NORTH PORTALA BRIDGE,30.8,B,23.9679353219827,91.1013978806034,bridge,0.0,1.0,,,,,,
736,N102,76.824,RCC Girder Bridge,Gabura Bridge.,16.68,C,23.9987492949579,91.109389610084,bridge,6.0,1.0,,,,,,
737,N102,77.75,Box Culvert,SUHILPUR MIRHATI BOX CULVERT,3.0,A,24.006973103069,91.1087472335038,bridge,6.0,1.0,,,,,,
738,N102,78.132,Box Culvert,MOLABI BARI CULVERT,6.5,B,24.0102985311688,91.1093858267532,bridge,6.0,1.0,,,,,,
739,N102,78.587,Box Culvert,SUHIL PUR BOX CULVERT,7.0,A,24.0143670857142,91.1098735017857,bridge,6.0,1.0,,,,,,
740,N102,79.737,Box Culvert,UTTOR SHOHIL PUR CULVERT,3.0,B,24.0245823385026,91.1118705048128,bridge,6.0,1.0,,,,,,
741,N102,81.779,Box Culvert,BATHBARIA BOX CULVERT,3.0,A,24.0426882295942,91.1140799386635,bridge,6.0,1.0,,,,,,
742,N102,83.382,sourcesink,"Gathuria(Int. with N103)-Sarail(Kathihat, int. with N2)",0.0,,24.0506111,91.1146667,sourcesink,,,2602.0,8919.0,11521.0,0.0072862475161238,0.0160012791183922,0.030295619210663
743,N104,0.0,sourcesink,Feni (Trank Road)-Feni (Mohipal Chourasta) Int. with N1,0.0,,23.0096667,91.3994163,sourcesink,,,1171.0,6628.0,7799.0,0.0049323361147686,0.007201190564042,0.0225136634295632
744,N104,0.349,Slab Culvert,Shasaugtachha culvert,3.65,A,23.009361697528,91.3961485620224,bridge,0.0,2.0,,,,,,
745,N104,0.417,Slab Culvert,S.S.SK ROAD SLAB CULVERT,2.7,B,23.0093022701123,91.3955118680898,bridge,0.0,2.0,,,,,,
746,N104,2.63,Slab Culvert,PAZGACIA SLAB CULVERT,2.7,C,23.0098384198224,91.3741733526627,bridge,0.0,2.0,,,,,,
747,N104,4.693,Slab Culvert,MATIARA SLAB CULVERT,2.7,B,23.00486624,91.3553213033333,bridge,7.0,2.0,,,,,,
748,N104,7.882,Box Culvert,SILONIA BOX CVLVERT,1.9,A,22.98388297,91.339993435,bridge,8.0,2.0,,,,,,
749,N104,8.075,PC Girder Bridge,Selonia bridge,89.23,B,22.9831354973684,91.3383410394736,bridge,8.0,2.0,,,,,,
750,N104,9.34,Slab Culvert,AMIR GOAN SLAB CULVERT,2.8,C,22.9725664333333,91.3345594866043,bridge,8.0,2.0,,,,,,
751,N104,10.51,Box Culvert,BAKER BAZAR BOX CULVERT,3.0,A,22.9621618217687,91.3331859341836,bridge,8.0,2.0,,,,,,
752,N104,11.616,RCC Girder Bridge,SAHID SLAM SHETU,48.1,A,22.9546105173333,91.3271586005333,bridge,8.0,2.0,,,,,,
753,N104,12.865,Box Culvert,CHONG ARPULL BOX CULVERT,3.0,C,22.9473724525,91.318005224375,bridge,8.0,2.0,,,,,,
754,N104,15.221,Slab Culvert,DAGHANBUIYA SLAB CULVERT,4.4,C,22.9377824401384,91.2988712474048,bridge,3.0,2.0,,,,,,
755,N104,17.41,RCC Bridge,RAMNAGAR BRIGE,6.0,A,22.9406775950413,91.2783565768595,bridge,3.0,3.0,,,,,,
756,N104,18.717,Slab Culvert,RAMNAGAR SIAB CULVERT,2.5,A,22.9436162237609,91.2660078638484,bridge,3.0,3.0,,,,,,
757,N104,18.96,Box Culvert,RAMNAGAR SLAB CULVERT (3,12.6,B,22.9440589671641,91.2636935955224,bridge,3.0,3.0,,,,,,
758,N104,21.289,Box Culvert,BHUYAIN DIGI CULVERT,3.1,C,22.9518106674418,91.2436016935216,bridge,3.0,3.0,,,,,,
759,N104,22.483,RCC Girder Bridge,Kallyandi Bridge,9.25,C,22.9571669815,91.234092125375,bridge,3.0,3.0,,,,,,
760,N104,23.538,Slab Culvert,SANBAG CULVERT,2.8,B,22.9574308844488,91.2240221080708,bridge,3.0,3.0,,,,,,
761,N104,25.02,Slab Culvert,SOMIR BAZAR SLAB CULVERT,2.5,A,22.9549506453074,91.2099171100323,bridge,3.0,2.0,,,,,,
762,N104,27.179,Slab Culvert,SHIBPUR SLAB CULVERT,2.7,C,22.9526646268292,91.1883939975609,bridge,3.0,2.0,,,,,,
763,N104,28.457,Box Culvert,BAROPAL SLAB CULVERT,9.1,A,22.9499684924265,91.1761586894899,bridge,3.0,2.0,,,,,,
764,N104,30.328,Slab Culvert,SONYGOFULL CULVERT,3.0,B,22.9483211833333,91.1599462136111,bridge,3.0,2.0,,,,,,
765,N104,31.358,RCC Bridge,PASHIMSIB PUR,6.0,C,22.9476941,91.1496474235294,bridge,3.0,2.0,,,,,,
766,N104,32.042,Slab Culvert,HAZIPUR CULVERT,3.2,B,22.9472470542056,91.1430588514018,bridge,3.0,2.0,,,,,,
767,N104,33.81,PC Girder Bridge,Chowmohoni Bazar(right,20.5,A,22.9459525242424,91.1260321333333,bridge,3.0,2.0,,,,,,
768,N104,35.203,Steel Beam & RCC Slab,krimpur Bridge,38.2,B,22.9451020481707,91.1127623422764,bridge,3.0,2.0,,,,,,
769,N104,36.331,Box Culvert,ALIPUR BOX CULVERT,3.1,A,22.9406700125474,91.104453648309,bridge,3.0,2.0,,,,,,
770,N104,36.7,Box Culvert,CONTRACTOR MOSJIDE BOX CULNERT,6.5,A,22.9362668298342,91.1041743657458,bridge,3.0,2.0,,,,,,
771,N104,37.221,Slab Culvert,DARMACHPUR CULVERT,3.2,C,22.9342244369685,91.104168539926,bridge,3.0,2.0,,,,,,
772,N104,38.197,Box Culvert,MAMZAN BIBO BOX CULVERT,18.6,B,22.9256782339622,91.1032458267924,bridge,3.0,2.0,,,,,,
773,N104,38.747,Box Culvert,AKLASPUR CULVERT,3.0,B,22.9210135531914,91.1023406859574,bridge,3.0,2.0,,,,,,
774,N104,39.991,Box Culvert,BARIPOLE BOX,6.2,D,22.9097675528695,91.101540877913,bridge,0.0,2.0,,,,,,
775,N104,40.719,Box Culvert,KABOWA BAZAR BOX CULVERT,9.4,A,22.9033930767441,91.0999670297674,bridge,0.0,2.0,,,,,,
776,N104,44.384,Slab Culvert,TOWN HALL MORE CULVERT,1.0,C,22.8713671275862,91.0969029620689,bridge,0.0,2.0,,,,,,
777,N104,44.84,Box Culvert,BOXSI MAZIR BOX CULVERT,6.4,A,22.8674438,91.0970645,bridge,0.0,2.0,,,,,,
778,N104,45.109,Box Culvert,GAPTANG BOX CULVERT,6.5,A,22.8644948384615,91.0969575561538,bridge,0.0,2.0,,,,,,
779,N104,45.558,Box Culvert,POKIR PUR BOX CULVERT,3.5,B,22.8607331215686,91.0962115705882,bridge,0.0,2.0,,,,,,
780,N104,47.345,RCC Girder Bridge,Dotter Hut Bridge,16.39,D,22.8471995091891,91.0970113935135,bridge,7.0,2.0,,,,,,
781,N104,48.19,Box Culvert,OUTTOR SONAPUR BOX CULVERT,2.0,A,22.8385164697674,91.0992446418604,bridge,7.0,2.0,,,,,,
782,N104,48.417,Slab Culvert,UTTOR SONAPUR SLAB CULVERT,2.0,B,22.8365042056847,91.0998638767441,bridge,7.0,2.0,,,,,,
783,N104,48.939,Box Culvert,SONAMIPUR BOX CULVERT,3.0,A,22.8319003302681,91.1006688726053,bridge,7.0,2.0,,,,,,
784,N104,49.63,sourcesink,Maijdee(Int.with Z1429)-Sonapur,0.0,,22.8257493,91.1014444,sourcesink,,,1190.0,6708.0,7898.0,0.004994946869399,0.0073180331094876,0.0227854034830281
785,N105,0.0,sourcesink,"Madanpur (13th km of N1)-Nayapur, Bostail (Int.with R114)",0.0,,23.6904163,90.5466108,sourcesink,,,4999.0,8112.0,13111.0,0.0082918141813991,0.030741888667503,0.0275544414213363
786,N105,0.024,Box Culvert,MODONPUR,12.8,C,23.6906082999999,90.5467174752,bridge,0.0,2.0,,,,,,
787,N105,1.1,Box Culvert,MODONPUR COLLEGE,6.25,A,23.69915705,90.5514491,bridge,0.0,2.0,,,,,,
788,N105,2.313,Box Culvert,LALADI CULVERT,6.1,A,23.7070840042553,90.5594803060283,bridge,0.0,2.0,,,,,,
789,N105,3.769,Box Culvert,KHAJLA PUR,6.0,A,23.7159717017241,90.5698255482758,bridge,0.0,2.0,,,,,,
790,N105,5.641,Box Culvert,KAZI PARA,6.1,A,23.7274051106382,90.5830848845744,bridge,0.0,2.0,,,,,,
791,N105,6.178,Box Culvert,BOSTROL CULVERT,6.0,A,23.7307182495049,90.5869127247524,bridge,0.0,2.0,,,,,,
792,N105,16.585,Box Culvert,BRAAMAN,10.4,A,23.8167737889,90.5663002303,bridge,0.0,2.0,,,,,,
793,N105,16.791,Box Culvert,BRAMMAN KALY,6.2,A,23.8185418251,90.5658311477,bridge,0.0,2.0,,,,,,
